robots,Object_shape,path,WP,c/p/r,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
25.0,0.0,zigzac,2.0,1.0,0.0350417722155,0.0494523144049,0.0399905751397,0.0767955708358,0.0491810461458,0.0712315126893,0.0902272270437,0.0249541439444,0.0704489978637,0.0373470172838,0.076610778615,0.06604978274,0.106693357338,0.0766894647263,0.0241904216582,0.0307804678327,0.0312254207338,0.0444315304711,0.0343233987245,0.0504935253275,0.073652658472,0.0615560118916,0.0553703259878,0.0298391772675,0.0700301906323,0.0406495264425,0.038160568654,0.0325233823579,0.0632538354568,0.0461751892254
25.0,0.0,zigzac,2.0,2.0,0.074805,0.0250957,0.0325748,0.00699094,0.0731881,0.006158,0.0187324,0.0235686,0.0274416,0.0213875,0.035298,0.0745969,0.009531437,0.0490401,0.0047929,0.0499033,0.0607094,0.0329767,0.0313383,0.00132882,0.0512865,0.097863,0.00863173,0.009287937,0.0529326,0.0520235,0.006139,0.00193252,0.0325964,0.0363128
25.0,0.0,zigzac,3.0,0.0,0.269700538989,0.145495894068,0.174840757706,0.112999972921,0.270420298291,0.2926095823,0.309166633123,0.234306831798,0.325810605029,0.10270125543,0.161007409184,0.236173626815,0.0439284085648,0.452856284317,0.309891327745,0.217155747556,0.270526122345,0.220094371444,0.278220148724,0.197861446731,0.129700074759,0.250939029845,0.177900588075,0.251071522254,0.229921852641,0.334232400572,0.249024292636,0.20440941682,0.465949885031,0.148460822543
25.0,0.0,zigzac,3.0,1.0,0.0327681258671,0.0148523465357,0.0316044773385,0.0887338449107,0.034647223526,0.0590791786947,0.0340067045567,0.02654642218,0.0468233373438,0.0545517487787,0.0529043639879,0.037293362911,0.049685379369,0.0393831476499,0.0375664043806,0.0509621869582,0.0438065694116,0.0350348836013,0.0360787647239,0.0545608321162,0.0493576860462,0.0423649199552,0.0398360556787,0.0398639705418,0.0451802009486,0.0483274171899,0.0335943539566,0.0208201855333,0.113261570765,0.0329066666536
25.0,0.0,zigzac,3.0,2.0,0.0696951,0.0501233,0.00476974,0.0038479,0.0614017,0.00665319,0.00707292,0.052039,0.00531761,0.00651606,0.0182237,0.040104,0.00382847,0.109903,0.0189301,0.0328126,0.014673,0.016866,0.00038176,0.00798568,0.0554601,0.0345589,0.0097031,0.011643,0.0016884,0.0132445,0.0384626,0.0283427,0.113241,0.0275029
25.0,0.0,zigzac,4.0,0.0,0.339161626823,0.166281479718,0.236139248287,0.16016709697,0.325771831822,0.306771900792,0.372098372722,0.274127322694,0.373083384855,0.160644481296,0.214427855521,0.327275062328,0.0634617174026,0.52422118642,0.395285870635,0.264431578896,0.317168685334,0.260938886489,0.33348232347,0.238549729367,0.136112986937,0.322884200173,0.227430188601,0.326057698897,0.253515942643,0.384221072934,0.325790853156,0.248784715129,0.489837599142,0.216757711997
25.0,0.0,zigzac,4.0,1.0,0.0802306671517,0.0594336612313,0.0629316505743,0.0549382796273,0.0667827320286,0.0633472774667,0.0767663181027,0.0574200519271,0.0533772768029,0.0690270253759,0.0627293354316,0.0906218229102,0.0527969459632,0.0760978036711,0.0883829406616,0.0290207876895,0.052847534855,0.0615857183627,0.0620742717758,0.0559221657395,0.0517841273612,0.069083308882,0.0554983024187,0.0858479707914,0.059477423906,0.0531666032678,0.0972039756916,0.0509690291556,0.0225402196405,0.0942142158116
25.0,0.0,zigzac,4.0,2.0,0.0403688,0.0611155,0.0316069,0.0308056,0.0331505,0.0315454,0.011249,0.0694923,0.0156324,0.0047592,0.0450031,0.0032073,0.0099952,0.1077,0.0700758,0.106881,0.00641502,0.043762,0.0136512,0.0122678,0.0701135,0.0069744,0.0275253,0.0476653,3.44e-05,0.0039672,0.0835446,0.0303011,0.103214,0.0023249
25.0,0.0,zigzac,5.0,0.0,0.411766648601,0.21422136238,0.30411645138,0.210584502041,0.404218042645,0.39940367149,0.449678581322,0.37350392354,0.485315895577,0.226712515976,0.295704905776,0.414142925208,0.102179996575,0.621279923545,0.50290665108,0.350441067942,0.424393450703,0.294425591279,0.410961575333,0.290570757304,0.206721018041,0.408183501994,0.300183911961,0.424597056631,0.32416135257,0.458231285924,0.429818308707,0.348837858754,0.587758471228,0.274110162161
25.0,0.0,zigzac,5.0,1.0,0.0257404156921,0.0796709696188,0.0410797395318,0.10089535024,0.02179105321,0.0340868141662,0.0942605007413,0.0437447059654,0.0236989282458,0.0215894812351,0.0287290689024,0.0998789367184,0.0949729082423,0.0446526147051,0.00929120013776,0.057741610646,0.046420026928,0.0870277300635,0.0698129572501,0.0822902679544,0.0598963012214,0.0788522580526,0.0620229441417,0.0254727403316,0.0982796927142,0.0967604201107,0.0268565559966,0.046549566056,0.0507767279371,0.0969229642551
25.0,0.0,zigzac,5.0,2.0,0.118357,0.0821645,0.0046516,0.0059026,0.108552,0.00723606,0.0082319,0.0409455,0.00231046,0.0346788,0.0063571,0.0266474,0.00216961,0.0839781,0.0609322,0.10251,0.0282561,0.164256,0.0092276,0.0681812,0.109837,0.0205858,0.00194497,0.0507751,0.0285925,0.0163706,0.0941,0.04998,0.123503,0.0339397
25.0,0.0,zigzac,6.0,0.0,0.461220226788,0.178118040129,0.276986995018,0.181634302977,0.433797319021,0.346354324387,0.356641808047,0.401882582898,0.42458264176,0.193674695471,0.250362228061,0.354910728876,0.0413812938716,0.678826388663,0.502820371376,0.33080972692,0.431184463114,0.271358716325,0.353349993121,0.318320011577,0.18155286661,0.343446705299,0.240394670376,0.407508875956,0.247407759834,0.403539186448,0.446020119849,0.314406105827,0.629065662903,0.19724681983
25.0,0.0,zigzac,6.0,1.0,0.0689833843658,0.013379255526,0.068798307799,0.0312920552115,0.0212634237303,0.0902771354464,0.0893309550828,0.0314501907784,0.0664229766346,0.0667000033752,0.0858981836187,0.0244872831821,0.034508764809,0.104204781831,0.0429197062671,0.0308092645522,0.0247027714722,0.0510541809494,0.0742271940243,0.0422631142725,0.0101319414899,0.080831300102,0.0915742550205,0.0159704560336,0.0667643577698,0.0329053219223,0.0191818501529,0.0633842791074,0.0777651256904,0.138137948319
25.0,0.0,zigzac,6.0,2.0,0.0808435,0.085606,0.0097278,0.0062314,0.095599,0.0603732,0.0611772,0.120906,0.0291714,0.0078401,0.0207765,0.0059396,0.00871448,0.158602,0.185681,0.110082,0.0152165,0.163627,0.0502269,0.0828217,0.093448,0.0184162,0.009339108,0.0434717,0.0082591,0.0146227,0.119218,0.0355593,0.178394,0.0698337
25.0,0.0,zigzac,7.0,0.0,0.516188631897,0.258338033592,0.310649023337,0.203345520974,0.473263865618,0.43278419033,0.462026886014,0.484784471802,0.526658432953,0.253231190812,0.25972829842,0.420958360055,0.0954361970114,0.737970124395,0.593576537609,0.382462199047,0.478599215315,0.367854181028,0.400997601115,0.37581590134,0.256443531601,0.427105285029,0.283666915237,0.513658945702,0.33613772237,0.456973811613,0.566635054069,0.422756260391,0.711701413867,0.321448191938
25.0,0.0,zigzac,7.0,1.0,0.0380093896294,0.0421410975177,0.0536254613034,0.0914325204728,0.0896800919937,0.0292618471734,0.00920317879865,0.0428716281473,0.0222764292471,0.0511671085757,0.0468919822571,0.0929190023623,0.051408463311,0.0476412478846,0.0134374402324,0.00653394980085,0.0474001708858,0.0313031436121,0.109246853044,0.0287421954624,0.0714912141455,0.0328242242863,0.0632953687089,0.0764670504204,0.0159698528484,0.0762634080015,0.0550649452919,0.0990733465671,0.0265476571471,0.0373952991698
25.0,0.0,zigzac,7.0,2.0,0.121735,0.118465,0.0037627,0.0124928,0.092886,0.0141415,0.0274423,0.092296,0.0121695,0.0041093,0.00158332,0.0280086,0.00731279,0.0550502,0.164338,0.106853,0.0594299,0.203337,0.00399449,0.0821778,0.11102,0.0023047,0.0083306,0.032368,0.0069852,0.00398549,0.265127,0.0022489,0.131554,0.069373
25.0,0.0,zigzac,8.0,0.0,0.568937638939,0.187070804723,0.257026935466,0.142260678475,0.50648350521,0.366236736403,0.400191294778,0.53589505913,0.494493430638,0.188608028742,0.234261379337,0.331986358807,0.082531519803,0.773397308214,0.590231125439,0.382518856769,0.485974626297,0.382341080196,0.354804526961,0.325464553241,0.205873940047,0.395354102469,0.212770119464,0.486265202775,0.241912500075,0.37738842003,0.602429223567,0.387168059683,0.755685877567,0.260615001219
25.0,0.0,zigzac,8.0,1.0,0.0675890585157,0.065457721372,0.0867149694741,0.0796150813478,0.0317823515738,0.09367968308,0.0419348958841,0.0316172051619,0.0555931926632,0.0821542754532,0.0638494631273,0.111007070979,0.110407454862,0.0648717645797,0.0208313753173,0.0127003778877,0.0318069656956,0.0219053910718,0.074174266212,0.0703381719059,0.0268199343367,0.0324119979404,0.118984083053,0.058033563752,0.0729713301842,0.0297812663601,0.0823653086818,0.0861463873662,0.0463788398773,0.0702885269461
25.0,0.0,zigzac,8.0,2.0,0.094454,0.106877,0.040626,0.0028814,0.0877929,0.0407693,0.0762436,0.141985,0.0589234,0.0139719,0.0172729,0.0134789,0.0450323,0.129128,0.219505,0.106163,0.0449229,0.226009,0.0344807,0.0880903,0.096826,0.055944,0.0154058,0.0564703,0.0076789,0.0152385,0.282619,0.0322609,0.229715,0.102675
25.0,0.0,zigzac,9.0,0.0,0.621546355874,0.283991335255,0.262745906914,0.212365346514,0.541622754692,0.453209285209,0.489054467314,0.600472472392,0.563311673588,0.225817675349,0.283494860976,0.450876178235,0.0951679678253,0.877374883445,0.66209233563,0.450188492301,0.579375682092,0.422358854649,0.457114399358,0.372433054521,0.303984955055,0.502615113581,0.275925149995,0.591285309559,0.343323674977,0.455596852601,0.681043358165,0.452992421681,0.834319224098,0.343290407818
25.0,0.0,zigzac,9.0,1.0,0.0280992811296,0.0312960093303,0.123430416025,0.115973171035,0.0891263395411,0.0216213898721,0.0156152873813,0.0307594814651,0.0639304434522,0.0642730277799,0.0100536610247,0.0271977682908,0.055746893187,0.0730651250598,0.0404111680108,0.028309434823,0.0636520738075,0.0929886745792,0.0436239796442,0.0201777724241,0.0421899940744,0.100844365733,0.0516251450361,0.0615080523184,0.00676796128831,0.0852189086999,0.0487084848871,0.020829366289,0.0234016452413,0.00864060183089
25.0,0.0,zigzac,9.0,2.0,0.156441,0.114358,0.0152784,0.0342363,0.091062,0.0571841,0.0708068,0.0735694,0.0445881,0.0057719,0.0099789,0.0430343,0.0480364,0.140235,0.188163,0.114076,0.0778827,0.257052,0.0304897,0.0674742,0.0827786,0.152022,0.0246598,0.0578699,0.000905589999999,0.0167401,0.260639,0.0208004,0.188119,0.0621305
